url,page_name,section_title,text_chunk
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 21)","The programme provides graduates with long-term thinking and the competencies to handle change and complexity towards sustainable development.
Learning outcomes
Upon completion of the program, the student:
Has research-based knowledge at the highest international level within business economics
Can understand and on a scientific basis reflect on the field’s knowledge and characterize its practical relevance in a relevant organizational and societal context
Masters the theories, scientific methods and tools of business economics as well as the general skills linked to employment in broader business contexts
Can assess and choose among the business economic theories, methods, tools and general skills to solve economic and business problems and ethical dilemmas, and on a scientific basis develop new analytical models and new options
Can communicate research-based knowledge and discuss professional and scientific issues in a way that make them relevant and comprehensible to peers and non-specialists alike
Can manage work and development situations that are complex, ambiguous, and unpredictable and that require continuous learning and sometimes new solutions
Can independently initiate and complete professional and cross-disciplinary collaboration and assume professional responsibility
Can create value from global connections for local communities
Understands the impact and limitations of management accounting models and methods for the entire organization as well as business partners and society in entirety.
Recognizes that stakeholders’ interests can be conflicting and can range from financial value creation to fairness of incentive programs for employees.
Can analyse cost, profitability and value drivers that determine organisational value creation
Understands financial as well as non-financial measures relevant for analysing and controlling value creation processes in organisations
Can measure growth, risk and performance in businesses and estimate the value of businesses
Can apply cost, performance and risk analyses for business decision-making
Understands the factors that determine the value of specific risk, cost and performance measures and issues in organisations and at individual employee level
Understands how data and analytics are influencing the management accounting profession
Can describe how data is acquired and prepared for analysis and apply data analysis principles to facilitate management accounting decisions
Understands corporate sustainability accounting, finance, accountability, and reporting issues and the continuing debates within the literature
Can use sustainability dashboards and control panels and understands their use in order to focus, align and report on measures across organizations
Understands and can apply traditional as well as new management accounting concepts and their relevance and adjustment to specific organisational settings
Can present analyses and business insights both in writing and verbally in a structured manner that is comprehensible to managers at all levels and with different backgrounds
Content and structure
4.
The MSc."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 22)","in Economics and Business Administration (EBA)
in Accounting, Strategy and Control
, is a two-years master’s programme that is divided into four semesters. There are eight mandatory courses during the first year, and elective courses followed by a master’s thesis in the second year."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 23)","The programme will also give access to take electives, enabling you to go even further into specific areas.
(2) As a rule, the language of instruction and exam will be English.
(3) The programme comprises four blocks, each constituting 25% of the programme:
The programme-specific block
The methodological block
The elective block
The thesis block
The first two blocks are taught as far as possible as a coherent and integrated whole.
(4) The programme-specific block comprises related scientific areas that together with the Master’s thesis reflect the academic profile of the programme.
(5) The methodological block comprises disciplines that students need to be able to use in the course work of the programme-specific block and which are important for solving business economics issues or for further developing business economic and cross-disciplinary models.
(6) The courses in the programme-specific block and the methodological block, totalling 60 ECTS, are taken in the 1st and 2nd semesters.The elective courses, totalling 30 ECTS, are taken in the 3rd semester."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 24)","The Master’s thesis, which carries 30 ECTS, is the final component of the programme and is written during the 4th semester.
(7) The table below lists the structure of the programme and the ECTS credits of the individual courses (30 ECTS per semester)."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 25)","The course descriptions are available in the
online course catalogue
."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 26)","Direct links are inserted in the table below:
1 year
Course
ECTS
Semester 1
Management Accounting for Decision Making
7.5
Management Control
7.5
Financial Statement Analysis & Valuation
7.5
Data & Analytics in Management Accounting
7.5
Semester 2
Performance Management and Incentives
7.5
Risk Management and Corporate Finance
7.5
Accounting for Sustainability
7.5
Business Project
7.5
2 år
Course
ECTS
3 Semester
Elective courses
30
4 Semester
Master's Thesis
30
Total
Course
ECTS
Total
120
Master’s thesis
4A.
The master's (candidatus) thesis must document skills in applying scientific theories and methodologies to a clearly defined academic topic."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 27)","The thesis must be placed at the second year of study of the master’s candidatus programme.
(2) The Programme Director, or the person the Programme Director has empowered to do so, approves the research question of the master’s thesis and at the same time determines a submission deadline for the thesis, see subsection (3), and a plan for the thesis supervision."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 28)","The deadline for submitting the thesis contract is 15 November in the student’s 3
rd
semester, by submission of the thesis contract; see however section 14(3)."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 29)","See also section 19(7).
(3) The deadline for submitting the thesis is 15 May in the student’s 4th semester, and it is not possible to withdraw from the exam once the thesis contract has been approved."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 30)","If the student does not submit within the deadline, the student has used one examination attempt, unless a dispensation has been granted under section 14(7).
(4) If the student does not submit the thesis within the time frame specified in subsection (3), the Programme Director, or the person the Programme Director has empowered to do so, approves a modified problem formulation within the same field and lays down a new three-month deadline for submission at the same time."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 31)","If the student does not submit the thesis by the new deadline, the student may be granted a third examination attempt, see the Examination Order, in accordance with the same rules which applied to the second examination attempt.
(5) The rules in subsection (4) also apply for a master’s thesis for which the student has not obtained at least the grade 02, see the Grading Scale Order.
(6) The thesis block comprises the preparation of a written thesis (the Master´s thesis), which serves as a test of the student´s ability to engage in an in-depth study and independently describe, analyze and process a complex issue at Master's level.
(7) The topic delimitation of the Master’s thesis must be approved prior to the start of thesis supervision."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 32)","At the time of approval, a deadline for submission of the thesis is also determined.
(8) The student chooses the subject of the thesis from within the programme’s overall theme and academic profile or within the theme of any minor taken offered by the Cand.merc."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 33)","study board  (see section 4B(2) and (4)). Under special circumstances, the Study Board may approve an exemption from this provision.
(9)  Students have the option to collaborate on their Master's Thesis with fellow students from all other programmes at CBS, without requiring an exemption."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 34)","Students must still meet the requirements of subsections (7)-(8).
(10) While working on the thesis, students are entitled to receive a pre-determined amount of guidance from their supervisor.
Elective courses
4B.
The elective block comprises 30 ECTS within the academic field of the Cand.merc./EBA programme."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 35)","There are two types of elective course:
a."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 36)","Elective courses that include exams taken as part of the MSc Programme in Economics and Business Administration at CBS: These elective courses can either be progression courses that build on the specific mandatory courses, thus allowing students an opportunity for further in-depth study of the programme’s overall theme (which may only be taken by the programme’s own students), or standard elective courses that allows students to broaden their understanding within the field of economics and business administration.
b.  Elective courses that are eligible for credit transfer on the basis of an exam taken as part of another CBS Master’s programme or at another higher education institution in Denmark or abroad: Credit transfers are approved by the Study Board taking into regard the level, content and nature of the programme."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 37)",The Study Board draws up specific rules regarding procedures for prior approval of elective courses. Elective courses must be transferred if they can be approved by the Study Board.
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 38)","See guidelines on credit transfer and exchange on the student intranet.
(2) The Study Board semiannually publishes on the website a catalogue of the elective courses mentioned and minors offered in (4)."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 39)","The following information is provided in the description of each course:
The course coordinator and course instructors
The objective, scope and academic content of the course
An indicative reading list
Any requirements regarding academic qualifications or recommended level of knowledge
Objectives and examination regulations
Annually, the Study Board decides which of the electives and minors mentioned (4) respectively will be taught."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 40)","Decisions about which courses to run are based on the academic profile of the MSc EBA programmes, the allocated teaching resources and the number of enrolled students. The Study Board determines the number of class hours for each course run."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 41)","It is the student’s responsibility that the chosen electives do not overlap with previously completed courses.
Minor
(3) Subject to the rules laid down by the Study Board, the elective courses specified in (1)a. may be taken as a package of elective courses (Minors), which if taken together give students the option of writing their master’s thesis within the minor’s theme."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 42)",Minors taken from other universities or programmes from CBS do not automatically give the students the option of writing there master’s thesis within the minor’s theme. The student must be registered for all the courses in the same semester to be awarded a minor and receive a separate minor diploma.
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 43)","If only one or more, but not all of the courses are taken, they will count as regular elective courses.
Tutorials
(4) The elective courses specified in (1)a. are usually offered by the departments at CBS."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 44)","In addition, elective courses may be established on the initiative of a group of students (so-called tutorials)."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 45)","The establishment of a tutorial must be approved by the Study Board, whose approval is subject to a reasonable number of students wishing to participate in the tutorial, an instructor being willing to take responsibility for conducting the tutorial, and the study programme having the resources to offer it."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 46)","Tutorials may be approved with a reduced allocation of funds.
Term Paper
(5) Instead of the examination in elective courses, students can choose to submit an individual take-home written assignment (a term paper) - unless it specifically states in the course description that a term paper is not possible."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 47)","However, students may only submit one term paper during their masters’ programme. Students can choose to write a term paper to substitute either one or two elective courses, a maximum of 15 ECTS."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 48)","If the term paper substitutes two courses (a double term paper), the grade awarded will count as the same grade for both courses and therefore be counted twice when calculating the grade point average.
Term papers can only be written individually.
The topic of the term paper must be approved by the instructor in charge of the course(s) for which the paper is written.
Term papers are max 20 pages when substituting an elective of 7.5 ECTS credits and max 30 pages when substituting an elective of 15 ECTS credits."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 49)","The guidelines can be found on the Student intranet.
Term papers are only graded by an instructor of the elective."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 50)","One internal examiner
In the event a term paper needs to be retaken, the student can, subject to prior consultation with the course coordinator, submit a revised version or a new version of the paper.
Examinations
5.
The programme consists of the examinations listed below."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 51)","The learning objectives and the regulations of the individual examinations are prescribed in the
online course catalogue
."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 52)","Direct links to the individual examinations are inserted in the tabel below:
Exam name
Exam form
Gradingscale
Internal/external exam
ECTS
Semester 1
Management Accounting for Decision Making
Oral exam
7-point grading scale
External exam
7.5
Management Control
Oral exam
7-point grading scale
Internal exam
7.5
Financial Statement Analysis & Valuation
Written sit-in exam on CBS' computers
7-point grading scale
Internal exam
7.5
Data & Analytics in Management Accounting
Written sit-in exam on CBS' computers
7-point grading scale
Internal exam
7.5
Semester 2
Performance Management and Incentives
Oral exam
7-point grading scale
External exam
7.5
Risk Management and Corporate Finance
Written sit-in exam on CBS' computers
7-point grading scale
Internal exam
7.5
Accounting for Sustainability
Written sit-in exam on CBS' computers
7-point grading scale
Internal exam
7.5
Business Project
Oral exam based on written product
7-point grading scale
Internal exam
7.5
Semester 3
Electives
Please refer the Course descriptions
30
Semester 4
Master's Thesis
Oral exam based on written product
7-point grading scale
External exam
30
Total
120
Prerequisites for registering for the exam – compulsory activities
5A.
The following courses have compulsory assignments or requirements about active class participation, see section 13."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 53)","Further specifications and regulations are listed in the relevant course description in the
online course catalogue
, see the below link(s).
Course
Number of mandatory activities
Management Control
1
Data & Analytics in Management Accounting
1
Risk Management and Corporate Finance
1
Performance Management and Incentives
1
Body of external examiners
6.
This programme is coverede by the body of external examiners for the business administration programmes.
Pass requirements
7.
The general pass requirements are stipulated in section 26.
(2) In order to pass a combined examination consisting of several partial examinations, the grade of the individual partial examinations must be ‘00’ as a minimum.
Additional programme-specific regulations
CEMS Master’s in Internation
al Management (MIM)
8.
CEMS MIM is a double degree programme you are eligible to apply for as a student in the MSc in Economics and Business Administration / cand.merc."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 54)",programme. The aim of the CEMS MIM programme is to increase your knowledge and understanding of fundamental issues within international management. The programme is designed to build a bridge between theory and practice.
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 55)","CEMS MIM enables you to study international management in an international and intercultural environment, as the CEMS student cohort is a mix of CBS students, as well as exchange students from the CEMS partner schools.
(2) CEMS MIM is a one year  programme which you study in combination with your MSc degree from CBS - if you are selected."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 56)",The CEMS Master takes place in the second year of your studies in your third and fourth semester. The programme is flexible in relation to course selection as CEMS MIM offers you a range of electives in a number of different areas.
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 57)","At the end of your studies, you will obtain a MSc degree from Copenhagen Business School as well as the CEMS Master's in International Management degree.
(3) For more information, see
the CEMS pages
on cbs.dk."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 58)","Information about the application procedure, including the deadline and the selection criteria, is available on the CEMS admission page.
9.-10."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 59)","(Not in use.)
Part 2: General regulations for master's (candidatus) programmes
11.
The teaching is organised in a collaboration between the Programme Director, the course coordinators and the teachers."
https://studieordninger.cbs.dk/2024/kan/1213,"Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control","Master of Science (MSc) in Economics and Business Administration in Accounting, Strategy and Control (Part 60)","The Study Board approves the organisation of the teaching.
Examination language
12.
Examinations are conducted in English; see however subsection (2).
(2) If a course has been taught in a language other than English, the examination is conducted in that language.
(3) The Study Board may decide to deviate from the rules stipulated in subsections (1)-(2), except when documenting the student’s skills in a specific other language is part of the objective of the examination.
(4) The provisions in subsections (1)-(2) apply to oral and written sit-in examinations and to all types of written take-home assignments (seminar papers, projects etc.) subject to assessment.
Prerequisites for participating in the exam: compulsory activities
13.
Besides the examinations listed in section 5, which are included in the final grade point average, on some courses there are one or more compulsory activities."
