url,page_name,section_title,text_chunk
https://www.cbs.dk/en/study/graduate/all-graduate-programmes,All graduate programmes,All graduate programmes (Part 7),"Du lærer at analysere den menneskelige faktors betydning i ledelses- og forretningsprocesser - og at designe og implementere løsninger, der forbedrer disse processer, så de bedre opfylder virksomheden mål Human Resource ManagementCand.soc.Med nutidens konstante krav om forandring er det i høj grad evnen til at håndtere ansættelsesrelationen og ”den menneskelige faktor”, der afgør om organisationer overlever og kan udnytte mulighederne i disse forandringer. HRM giver dig et unikt udgangspunkt for at bidrage til at udnytte de muligheder organisationer har i udviklingen af deres HRM. Cand.soc. HRM giver dig en organisationssociologisk tonet HRM-uddannelse.Management of Innovation and Business DevelopmentMSc in Economics and Business Administration (cand.merc.)MIB focuses on innovation from different perspectives including strategy, project management, entrepreneurship, management control and finance. MSc in Business Administration and Philosophy - sidste optag i 2025The MSc PHIL develops your skills in business philosophy by combining business economics and philosophy."
https://www.cbs.dk/en/study/graduate/all-graduate-programmes,All graduate programmes,All graduate programmes (Part 8),"This combination enables you to identify and solve complex challenges in private companies as well as private and public organisations through philosophical reflection and analysis applied to business theory and practices.Organisational Innovation and EntrepreneurshipMSc in Social Science (cand.soc.)The programme focuses on how to design and manage processes of innovation and entrepreneurship at all levels in society and businesses. In a co-creative and case-based learning environment, we will uncover both the theoretical and practical aspects of managing the processes that lead to the creation, implementation, and growth of innovative new ventures. With this approach you will acquire the necessary skills to start a business, create innovations, manage change and resources, and lead others in the process of turning a new idea into a viable business. People and Business DevelopmentMSc in Economics and Business Administration (cand.merc.)PBD is the new concentration that gives the candidates the keys to understand why and how the organization’s people and human capital becomes the key drivers of business development and transformation in modern organizations."
https://www.cbs.dk/en/study/graduate/all-graduate-programmes,All graduate programmes,All graduate programmes (Part 9),"Strategic Design and EntrepreneurshipMSc in Social Science (cand.soc.)SDE is offered in collaboration with the Royal Danish Academy of Fine Arts Schools of Architecture, Design and Conservation. In this programme you will learn to balance and utilize knowledge of design thinking and processes in combination with tools for commercialization and management. This cross disciplinary insight will allow you to work generatively with designers from a managerial perspective as well as prepare you for design related business entrepreneurship. Strategy, Organisation and LeadershipMSc in Economics and Business Administration (cand.merc.)You will learn to combine theoretical insight with an understanding of the practical challenges of strategy, organisation and leadership. This will give you a better understanding of management in a world of continuous change, and of how actions at individual and group level relate to the broader picture of business strategies and society at large."
https://www.cbs.dk/en/study/graduate/choosing-a-graduate-programme,Choosing a graduate programme,Choosing a graduate programme,Which is the right graduate programme for me? Have you asked yourself this question? Below you will find five tips to making the right choice.
https://www.cbs.dk/en/study/graduate/choosing-a-graduate-programme,Choosing a graduate programme,1) Choose from what you know – not what you think you know,Each year students choose the wrong programme and some drop out because it does not live up to their expectations. The programme title never tells the whole story; instead get acquainted with the actual content of the programmes:
https://www.cbs.dk/en/study/graduate/choosing-a-graduate-programme,Choosing a graduate programme,2) Be structured in your selection process – it give you time to make the right choice,Do you find it difficult to fully understand the consequences of your choice? Get a better overview by writing down your thoughts.
https://www.cbs.dk/en/study/graduate/choosing-a-graduate-programme,Choosing a graduate programme,3) Don´t make a half choice – think of your complete profile,"When you choose a graduate programme, you are actually only choosing the courses you will have on the first year. The electives and the thesis is an equally large part of the programme. Here you can tailor the programme in the direction way you want."
https://www.cbs.dk/en/study/graduate/choosing-a-graduate-programme,Choosing a graduate programme,4) Plan B or C becomes a reality for many people – Choose your priorities wisely,"Your education is only a means to reach your goal, not the goal in itself. There can be a variety of ways to reach the same goal, or maybe you can set several possible goals. Consider working with multiple alternatives that can lead you in the direction you want to go."
https://www.cbs.dk/en/study/graduate/choosing-a-graduate-programme,Choosing a graduate programme,5) Choosing a graduate programme – choosing a career,"Your choice of graduate programme is the beginning of your choice of career. Therefore it is important that you choose something you can imagine spending time on for ”the rest of your life”. On the other hand, you should not think that your career path is locked in one direction, just because you have made certain choices. Your education is only part of your qualifications for future employment, and a professional life is long and can (luckily) go on to develop in many different directions."
https://www.cbs.dk/en/study/graduate/admission-graduate,Admission - graduate,Admission - graduate,"On these pages you can find general information about admission to CBS’ graduate programmes, including: what you need to do in order to be accepted to a CBS graduate programme, how to apply for a CBS graduate programme, and what happens during and after the application process. In the menu you can find information about admission to CBS’ graduate programmes"
https://www.cbs.dk/en/study/graduate/admission/entry-requirements,Entry requirements,Entry requirements,On these pages you can find general information about admission to CBS’ graduate programmes.
https://www.cbs.dk/en/study/graduate/admission/entry-requirements,Entry requirements,Admission process - general principles (Part 1),"To qualify for a CBS master's programme, applicants must fulfil all of the following admission requirements: All CBS master's programmes have a limited number of places. If there are more qualified applicants than places available at a programme, there will be a selection process according to programme-specific selection criteria. In other words, fulfilment of the entry requirements does not guarantee admission. The selection process looks at the qualified applicants' overall bachelor background, favouring academic profiles that are closely aligned with the master's programme in question and documented knowledge within the disciplines specified in the selection criteria. Academic performance, reflected in your overall grades at bachelor level and grades within specific academic areas, is crucial. Some programmes also require a personal statement emphasizing relevant academic and professional experiences.You can find academic requirements, selection criteria, and language requirements for each programme by viewing their individual admissions pages. View all CBS master's programmes."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements,Entry requirements,Admission process - general principles (Part 2),"Your educational background at bachelor level is subject to an overall, concrete assessment, in order to establish whether you complete the minimum required academic prerequisites to study the master programme you have applied for. We expect you to have qualifications that are equivalent to a CBS bachelor degree. Your bachelor degree must be issued by a nationally or regionally accredited, internationally recognised institution of higher education. Furthermore, in order to be considered relevant and qualifying for the master's programme you are applying for, your bachelor degree must include specific academic disciplines, defined for each master programme as a certain number of ECTS-points within specific areas of study.Your courses must have a specific academic content and level equivalent to bachelor courses at CBS. It is CBS Admissions who determine if a course can fulfil a certain academic requirement or not. We base our assessment on official course descriptions and study programme regulations published for your bachelor degree."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements,Entry requirements,Admission process - general principles (Part 3),"Typically, the academic requirements are covered by academic and research-based courses at bachelor level (for example, courses taken at CBS, Aarhus University, University of Copenhagen and similar research-based PhD-granting institutions of higher education). If you completed vocational, practice-oriented courses (for example, courses as part of a Danish Professional bachelor’s degree programme), their academic level and content will not be equivalent to CBS bachelor courses, and they are therefore unlikely to cover the academic requirements of master programmes at CBS. The exact number of ECTS-points stated in the academic requirements must be covered. For example, 29 ECTS-points are not sufficient for covering a 30 ECTS-point requirement. If your grade transcript does not indicate the courses' workload in ECTS-points, CBS Admissions will carry out a conversion. Courses done at master level cannot be used.Relevant work experience cannot make up for any missing ECTS-points either."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements,Entry requirements,Admission process - general principles (Part 4),"Keep in mind that, as well as entry requirements, each programme also has its own set of selection criteria, which are used if there are more qualified applicants than places available at the programme.The selection processIn the selection process, you are not measured against a specific set of minimum requirements; instead, you are competing for a place against all other applicants who are also qualified, according to the selection criteria defined for each master's programme.Selection is an overall assessment, focusing primarily on your academic achievements during the bachelor's degree (in terms of courses passed and grades obtained within certain disciplines). Your work experience may also be considered, if this is part of the programme's selection criteria.Since the selection process never focuses solely on your grades, there is no Grade Point Average (GPA) requirement as such. It is not possible and also irrelevant to know the GPAs of the admitted applicants.Read more about the factors considered in the selection process"
https://www.cbs.dk/en/study/graduate/admission/entry-requirements,Entry requirements,Do you already have a master's degree?,"If you already have a two-year Master’s degree, whether Danish or international, you can only be accepted to a Master's programme if there are places available. As CBS has many more applicants than study spaces, we do not expect to have any available places."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements,Entry requirements,Previously passed courses at master's level,"If you have passed any courses at master’s level, but you have not yet finished a master's degree, prior to starting a master's programme at CBS, you must indicate this in the application form. If you are accepted to a master's programme at CBS, any courses at master’s level you have passed before study start will be assessed and may be credit transferred into your programme. The assessment takes place after you have been offered and accepted a study place at CBS, and is made by the study board of the respective master's programme."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements,Entry requirements,Are you currently enrolled in another master's programme?,"You can only be enrolled in one full-time programme at a time in Denmark or abroad. If you are accepted to CBS and accept the study place offer, you must withdraw from any other full-time programme before 1 September, otherwise you will face legal consequences."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/programme-entry-requirements,Programme entry requirements,Contact,"Please read these pages thoroughly to find all relevant information. If you still have questions, visit our contact pages."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/programme-entry-requirements,Programme entry requirements,International Full-Degree Students,Planning on studying a full degree at CBS? Find out what you can expect as an international full-degree student.
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/programme-entry-requirements,Programme entry requirements,Choice of programme,Not sure which graduate programme you should apply for?Read more about our graduate programmes.
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/programme-entry-requirements,Programme entry requirements,Admission info meetings - graduate,Hear about the requirements and admission procedure at our info meetings.
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/programme-entry-requirements,Programme entry requirements,Programme entry requirements,"On these pages you can find an overview of CBS' graduate programmes, as well as information about admission to these programmes. To find programme-specific admission information (e.g. entry requirements and selection criteria), click on the programme's title in the list below."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/programme-entry-requirements,Programme entry requirements,List of CBS graduate programmes,Select a programme from the list below in order to see its entry requirements and find other important information regarding admission to the programme.
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/programme-entry-requirements,Programme entry requirements,Programmes taught in English:,"Master in Sustainable Tourism and Hospitality Management (ENG) (1-year Master) - no longer offered starting with the 2025 admission round MSc in Economics and Finance (cand.oecon.): Advanced Economics and Finance (ENG)Applied Economics and Finance (ENG) MSc in Business Administration and Bioentrepreneurship (ENG) MSc in Business Administration and Data Science (ENG)MSc in Business Administration and Digital Business (ENG) - also offered as a Corporate Part-time Master MSc in Business Administration and Information Systems (ENG) MSc in Business Administration and Innovation in Health Care (ENG) MSc in Business Administration and Philosophy (ENG) - last intake in 2025 MSc in Business, Language and Culture:- Business and Development Studies (ENG)- Diversity and Change Management (ENG) MSc in Economics and Business Administration (cand.merc.) - Accounting, Strategy and Control (ENG)MSc in Economics and Business Administration (cand.merc.) - Finance and Investments (ENG)MSc in Economics and Business Administration (cand.merc.) - Finance and Strategic Management (ENG)MSc in Economics and Business Administration (cand.merc.) - General Management and Analytics (ENG)MSc in Economics and Business Administration (cand.merc.) - Management of Innovation and Business Development (ENG)MSc in Economics and Business Administration (cand.merc.) - People and Business Development (ENG)MSc in Economics and Business Administration (cand.merc.) - Sales Management (ENG)MSc in Economics and Business Administration (cand.merc.) - Strategy, Organisation and Leadership (ENG)MSc in Economics and Business Administration (cand.merc.) - Supply Chain Management (ENG) - also offered as a Corporate Part-time Master MSc in International Business and Politics (ENG)MSc in Social Sciences in Organisational Innovation and Entrepreneurship:- Organisational Innovation and Entrepreneurship- Strategic Design and EntrepreneurshipMSc in Social Sciences in Public Management and Social Development (ENG)"
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/programme-entry-requirements,Programme entry requirements,Programmes taught in Danish:,"Cand.ling.merc. i Interkulturelle Markedsstudier med spansk, fransk eller tysk (DK)Uddannelsen udbydes i samarbejde med Københavns Universitet. Læs mere om optagelse på uddannelsen.Cand.merc. (MSc EBA) - Finansiering og Regnskab (DK) - udbydes også som Erhvervskandidat på deltidCand.merc. (MSc EBA) - Økonomisk Markedsføring (DK) - udbydes også som Erhvervskandidat på deltidCand.merc.aud. (DK) - udbydes også som Erhvervskandidat på deltid Cand.merc.(jur.) (DK) Cand.merc.(kom.) (DK) Cand.merc.(mat.) (DK) Cand.merc.(psyk.) (DK)Cand.soc. i Human Resource Management (DK) ENG = the teaching language is EnglishDK = the teaching language is Danish"
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/are-you-qualified,Are you qualified?,Are you qualified?,On this page you can read about how to find out if you are qualified. You can also find information about qualifying supplementary courses. Find out what can you do if you don't fulfil the entry requirements and find information about the rules and regulations.
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/are-you-qualified,Are you qualified?,ARE YOU QUALIFIED?,"You are qualified for a master programme if you fulfil all its entry requirements. Remember, this does not mean that you are guaranteed acceptance, as all CBS master programmes have a limited number of places. To find out if you are qualified for a master programme, you have the following options: If you come to the conclusion, after making the self-assessment, that you might have shortcomings in some academic requirement areas, you are welcome to enrol in qualifying supplementary courses. Check out the rules and regulations regarding qualifying supplementary courses below. CBS Admissions is not able to assess your qualifications or evaluate your courses before you apply for a master's programme Read your course titles and descriptions carefully. Try to categorise the courses according to the master programme’s academic requirements.We encourage you to add your self-assessment to the documentation you upload when you apply for a CBS master's programme. Your self-assessment is not binding for us, but it can help you prepare your application and give us a better overview of your educational background."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/are-you-qualified,Are you qualified?,Becoming qualified - qualifying supplementary courses (Part 1),"You cannot be accepted to a programme at CBS if you do not fulfil the academic requirements. If you do not already fulfil the academic requirements through your bachelor courses, you can either choose qualifying electives as part of your bachelor's degree or take qualifying supplementary courses. You can read more below about the different options regarding qualifying supplementary activities, and you can also find an overview of the rules, for example, how many ECTS-points you are allowed to supplement with and when the qualifying supplementary activities can take place. You can consider taking qualifying supplementary courses in addition to your bachelor degree if you need to fulfil the academic requirements for a master's programme.• You can use a maximum of 30 ECTS-points worth of qualifying supplementary courses• You have to pay for your courses yourself• Courses must be done at bachelor's level. Courses done at master's level cannot be used."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/are-you-qualified,Are you qualified?,Becoming qualified - qualifying supplementary courses (Part 2),"Read the following information thoroughly about when and where you can take qualifying supplementary courses.If you are taking, or are planning to register for, qualifying supplementary courses, make sure to document that you have registered for the courses in your application by the application deadline. Read more on how to document your registration for qualifying supplementary courses. Qualifying supplementary courses must be passed before the study start of the master's programme."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/are-you-qualified,Are you qualified?,When can I take qualifying supplementary courses?,"The following courses may be taken into consideration in the assessment: Example: If you finish your bachelor's degree in December, you cannot take a supplementary course in the spring semester even if the exam is scheduled for June, July or August."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/are-you-qualified,Are you qualified?,Where can I take qualifying supplementary courses?,"You may take qualifying supplementary courses at CBS, or another university, as long as they are done at academic bachelor level and within the course area you are missing.CBS Admissions reserves the right to evaluate the academic level and course area of any qualifying supplementary course."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/are-you-qualified,Are you qualified?,How long will my qualifying supplementary courses be valid for admission? (Part 1),"Qualifying supplementary courses can only be included in the given admission year if they are taken after you have received a letter of conditional acceptance (for that year) or before your bachelor graduation date.If you have already completed your bachelor's degree, any summer semester courses you take after your graduation date will not be included in our assessment if you apply again in the future.Example: You finish your bachelor's degree in June 2025. By the application deadline, you have already registered for a course at CBS' Summer University 2025. With this course, you are qualified for admission, but you are rejected during the selection process. If you decide to take the CBS Summer University course in summer 2025 anyway, we will NOT be able to include the course in our assessment if you apply for admission again in a future admission round. Find information about how to withdraw from CBS Summer University courses.The rules regarding qualifying supplementary courses are regulated by ""Adgangsbekendtgørelsen"" which can be found at retsinformation.dk (in Danish only)."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/are-you-qualified,Are you qualified?,How long will my qualifying supplementary courses be valid for admission? (Part 2),"I want to take qualifying electives or qualifying supplementary courses at CBSIf you do not already fulfil the academic requirements, you can either take qualifying elective courses as part of your bachelor's degree or qualifying supplementary courses. If you want to take qualifying electives or qualifying supplementary courses at CBS, you have the following options: Qualifying supplementary courses are courses taken in addition to your bachelor degree, with the purpose of fulfilling the academic requirements for a master's programme. There are specific rules about when you may take a qualifying supplementary course in order for it to be included in our assessment, so please read the section above thoroughly. Qualifying supplementary courses must be completed and documented before study start.On the websites listed above, you can find which bachelor level courses are offered and which course areas they can cover with regards to the academic requirements for our master's programmes. You can also find information about application, course entry requirements and fees (if any), schedules, etc."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/improving-your-chances,Improving your chances,Improving your chances,Find information about how to improve your chances of admission
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/improving-your-chances,Improving your chances,Improving your chances (Part 1),"Fulfilling the entry requirements for a CBS master programme does not guarantee that you will be accepted to the respective programme. All programmes have a limited number of places and if there are more qualified applicants than places available, a selection process occurs. Each programme has its own selection criteria, which you can read about on the individual programme admission pages."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/improving-your-chances,Improving your chances,Improving your chances (Part 2),"See all available masters programmes and their entry requirements and selection criteria.Your application will only undergo selection if you fulfil the programme’s entry requirements, or have demonstrated in your application that you will be able to fulfil them by study start.In the selection process, you are not measured against a specific set of minimum requirements; instead, you are competing against all other applicants who are also qualified.Since applicants are compared to each other, according to the relevant selection criteria, it is impossible to establish in advance how good your chances of being accepted are.The following information is meant to help you understand what CBS Admissions considers during the selection process as well as identify aspects of your application you might focus your efforts on to improve your chances. Your bachelor’s degree is at the centre of the assessment and the selection process will always focus primarily on the mandatory and elective courses you have passed as part of it."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/improving-your-chances,Improving your chances,Improving your chances (Part 3),"Therefore we do not recommend that you take courses with the specific goal of improving your chances in selection.However, if, prior to completing your bachelor’s degree, you have acquired relevant academic experience by passing other bachelor’s level courses outside of your bachelor’s degree, then these courses can also be included in the assessment. Documented grades received for these courses can be considered as well.Keep in mind that the courses in question must be: What doesn't matter The following are NOT relevant in the selection process and are not used during our assessment:"
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/legal-claim,Legal claim,Legal claim,"If you are studying a bachelor degree at CBS, you can find information about legal right of admission to a master's programme. You can also see which master's programme is the natural progression for your bachelor degree."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/legal-claim,Legal claim,3-year legal claimto admission to a master’s programme at CBS (Part 1),"You have a legal claim to admission to a master’s programme at CBS if you apply for the programme that is the natural progression to your CBS bachelor’s degree within 3 years of finishing your bachelor’s degree.The legal claim can only be used once during those 3 years and you will use your legal claim if you accept the place you are offered. If you have accepted a place in a programme other than your legal claim master programme, you will still retain your legal claim to your natural progression programme for 3 years, or until you graduate from a master programme. You will not be automatically enrolled to your legal claim if you have not applied for it. This means that you must apply for your legal claim as one of your three priorities. If you apply for your legal claim as your third priority, we will begin with processing your first two priorities. If we are unable to offer you a study place at either of these priorities, you are guaranteed a place at your third priority if you have a legal claim and you have applied correctly by the application deadline."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/legal-claim,Legal claim,3-year legal claimto admission to a master’s programme at CBS (Part 2),"How to prioritise your applicationsIf you fill out more than one application, you must prioritise your applications before you can submit your second application. Make sure to prioritise all your applications carefully, assigning high priority to the programmes or concentrations you are most interested in. We will process your applications in the order assigned by you and we will always offer you a study place at the highest priority possible. You cannot change your priorities after the application deadline. Once you have received a study place offer, your remaining lower priorities will be closed and you will not be able to switch to a lower priority programme or concentration."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/english-level-a-graduate-programmes,English level A - Graduate programmes,English level A - Graduate programmes,The language requirements are very strict. Be sure to check what level is required for each programme you are applying to. On this page you will find information about how you fulfil English level A.
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/english-level-a-graduate-programmes,English level A - Graduate programmes,Deadline,"You must document that you fulfil the English language requirement by the application deadline.If you need to take a language test/exam, your scores must be available to CBS Admissions by the application deadline at the latest. To ensure that your test/exam scores are available to us on time, it is important that you sign up for a test/exam taking place well in advance of the deadline. You should expect 3 weeks from the test date until the results become available to CBS.If you have already taken an IELTS or TOEFL test, remember to check that your test date (not to be confused with the date your test results were issued) is no older than two years by the application deadline. If your test date is more than two years old by the application deadline, then your test will not be accepted."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/english-level-a-graduate-programmes,English level A - Graduate programmes,Do I fulfil the English level A requirement?,"If you have passed English at the A level from an upper secondary school in Denmark (ie. stx, hhx, htx, hf), you fulfil this requirement. Otherwise, the English requirements are very strict and only the qualifications listed below are accepted as alternative fulfilment. NB: Even if you are studying a bachelor programme at CBS, we do not have the documentation you sent in with your bachelor application, so you must upload it when you apply for a master's programme.There are three approaches to documenting fulfilment of the English language requirement: Upper secondary qualificationsOnly the exact qualifications listed below fulfil the English A language requirement. In your application you must upload the exact documentation described below, as proof that your upper secondary qualifications fulfil the language requirement.The requirement is not met if the courses/qualifications listed below have been failed.Other qualifications or types of documentation do not fulfil the language requirement."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/english-level-a-graduate-programmes,English level A - Graduate programmes,Australia,"A complete upper secondary education from Australia, where the majority of the education has been taught in English, fulfils the English A language requirement.Required documentation:Senior Secondary Certificate of Education (SSCE) as well as Statement of Result or Record of Achievement or Qualifications Certificate, covering subjects and grades during the last two years of the secondary education."
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/english-level-a-graduate-programmes,English level A - Graduate programmes,Canada,"A complete upper secondary education from Canada, where the majority of the education has been taught in English, fulfils the English A language requirement.Required documentation:High School Diploma / Graduation Diploma (or equivalent for your province) as well as Transcript of grades / High School Results (or equivalent for your province)"
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/english-level-a-graduate-programmes,English level A - Graduate programmes,Denmark,English A as a single subject via secondary school supplementation (Gymnasialt suppleringskursus (GSK)) or as a Higher Preparation Examination single subject (HF-enkeltfag). You must upload your certificate or an officially signed transcript as documentation of having passed English A by the application deadline at the latest.
https://www.cbs.dk/en/study/graduate/admission/entry-requirements/english-level-a-graduate-programmes,English level A - Graduate programmes,Germany (Part 1),"English passed (5 points or higher) as a higher level course (either erhöhtes Anforderungsniveau or Leistungskurs) in both the Qualifikationsphase and the Abiturprüfung as part of the Abitur. Courses marked erhöhtes Anforderungsniveau or Leistungskurs may be designated in a number of different ways such as: Required documentation:All pages of your Zeugnis der Allgemeinen Hochschulreife (Abiturzeugnis): cover, diploma and report card for all 4 half-years showing the Qualifikationsphase as well as the Abiturprüfung Waldorfschule / Rudolf Steiner Schule English passed (5 points or higher) as a written Prüfungsfach and marked as a higher level course (either erhöhtes Anforderungsniveau or Leistungskurs) in the Abiturprüfung. Courses marked erhöhtes Anforderungsniveau or Leistungskurs may be designated in a number of different ways such as: Required documentation:All pages of your Zeugnis der Allgemeinen Hochschulreife (Abiturzeugnis): cover, diploma and report card for the Abiturprüfung English passed (5 points or higher) as a higher level course (either erhöhtes Anforderungsniveau or Leistungskurs) in the Qualifikationsphase and as a written Prüfungsfach in the Abiturprüfung."
